partido,13873,13874,13941,13942,13943,13945,13973,13974,13975,13985,14114,14116,14117,14119,14120,14122,14123,14124,14125,14126,14127,14130,14131,14132,14133,14134,14135,14136,14137,14138,14139,14140,14141,14142,14143,14144,14145,14146,14147,14148,14149,14150,14151,14152,14153,14154,14155,14156,14157,14158,14159,14160,14161,14162,14163,14164,14165,14166,14167,14168,14169,14170,14171,14172,14174,14175,14176,14177,14178,14179,14180,14181,14182,14183,14184,14185,14186,16691
PRB,1.0,1.0,0.75,1.0,1.0,1.0,1.0,0.75,0.875,0.0,0.0,1.0,1.0,0.833333333333333,1.0,1.0,0.0,0.0,0.7142857142857142,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.2,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.25,0.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.2,0.0,1.0,1.0,1.0,0.666666666666667,1.0,1.0,1.0
PROS,0.6,0.6,1.0,1.0,1.0,0.625,1.0,0.933333333333333,1.0,0.0,0.0,1.0,1.0,0.583333333333333,0.6923076923076921,1.0,0.0,0.0,0.647058823529412,1.0,1.0,1.0,0.0,1.0,1.0,0.375,0.538461538461538,1.0,0.307692307692308,1.0,1.0,1.0,0.833333333333333,0.923076923076923,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.933333333333333,0.75,0.75,0.6363636363636359,0.615384615384615,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.133333333333333,0.33333333333333304,0.266666666666667,0.33333333333333304,0.33333333333333304,0.375,0.0,1.0,1.0,0.944444444444444,0.6363636363636359,0.272727272727273,0.272727272727273,0.272727272727273,0.5,0.0,1.0,1.0,1.0,0.75,1.0,1.0,1.0
PRP,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
PSB,0.8125,0.8125,1.0,1.0,1.0,0.625,1.0,0.9,0.8888888888888891,1.0,0.0,1.0,1.0,1.0,0.7647058823529409,1.0,0.0,0.0,0.1,0.9473684210526321,1.0,1.0,0.0,1.0,1.0,0.944444444444444,0.944444444444444,0.944444444444444,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9375,0.294117647058824,1.0,1.0,1.0,0.0,0.9473684210526321,0.0,0.0,0.944444444444444,0.0,1.0,0.0,0.25,0.0555555555555556,0.166666666666667,1.0,0.0,0.0,1.0,0.0,0.0555555555555556,1.0,0.95,1.0,0.0625,0.0,0.0,0.272727272727273,0.0,1.0,1.0,1.0,0.0714285714285714,1.0,1.0,1.0
PSC,0.9090909090909091,0.9090909090909091,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.555555555555556,1.0,1.0,0.0,0.0,0.375,1.0,1.0,1.0,0.0,1.0,1.0,0.375,0.25,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.444444444444444,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7777777777777779,0.33333333333333304,1.0,0.0,0.75,0.875,0.0,0.0,1.0,0.0,0.14285714285714302,1.0,0.7142857142857142,0.833333333333333,0.0,0.0,0.0,0.4,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
PSD,0.967741935483871,0.967741935483871,1.0,1.0,0.8846153846153849,1.0,1.0,0.9512195121951221,0.972972972972973,0.0,0.2,0.9375,1.0,0.37931034482758597,0.9142857142857141,1.0,0.0,0.0645161290322581,0.7241379310344829,1.0,1.0,1.0,0.0,1.0,1.0,0.9375,0.9722222222222221,1.0,0.133333333333333,1.0,1.0,1.0,0.916666666666667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.68,0.0,1.0,0.923076923076923,0.923076923076923,0.0416666666666667,0.96875,1.0,0.0,0.0,0.0,0.8965517241379308,0.10526315789473699,0.22727272727272702,0.0416666666666667,0.21052631578947398,1.0,0.0689655172413793,0.7307692307692311,0.7777777777777779,0.0,0.857142857142857,1.0,0.9354838709677421,0.384615384615385,0.0,0.0,0.0,0.0833333333333333,0.0,1.0,1.0,1.0,0.037037037037037,1.0,1.0,1.0
PSDB,1.0,1.0,1.0,1.0,1.0,0.9375,1.0,0.9,0.9459459459459459,0.0,0.0,0.933333333333333,1.0,0.6129032258064521,0.967741935483871,1.0,0.0,0.8387096774193549,0.9722222222222221,0.967741935483871,1.0,0.9642857142857142,1.0,1.0,0.970588235294118,0.870967741935484,0.875,1.0,1.0,1.0,1.0,0.9032258064516129,0.0588235294117647,1.0,1.0,0.9722222222222221,1.0,1.0,1.0,1.0,1.0,0.931034482758621,1.0,0.9032258064516129,1.0,1.0,1.0,0.0333333333333333,1.0,1.0,0.0,0.0,1.0,0.0,0.0434782608695652,1.0,1.0,0.970588235294118,0.0,0.0,1.0,0.0,0.0,1.0,0.7272727272727271,0.7647058823529409,0.0,0.0,0.0,0.923076923076923,0.833333333333333,1.0,1.0,1.0,0.0909090909090909,1.0,1.0,1.0
PSDC,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PSOL,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.666666666666667,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PT,0.0,0.0,1.0,1.0,1.0,0.433962264150943,0.931506849315068,0.9354838709677421,0.932203389830508,0.0,0.0,0.9142857142857141,1.0,0.18032786885245897,0.0461538461538462,1.0,0.0,0.0483870967741935,0.9864864864864871,1.0,0.966101694915254,1.0,0.0,1.0,1.0,0.229166666666667,0.277777777777778,1.0,0.0307692307692308,0.8870967741935479,0.9827586206896551,1.0,0.0169491525423729,0.632352941176471,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9859154929577459,0.0363636363636364,0.0363636363636364,0.0,0.0151515151515152,1.0,0.0,0.0,0.0,0.0175438596491228,0.9857142857142859,1.0,0.0,0.9846153846153849,0.0571428571428571,1.0,0.9090909090909091,0.0833333333333333,0.0,1.0,0.98,0.9354838709677421,0.11320754716981098,0.75,0.0,0.0,0.0816326530612245,0.0,1.0,1.0,0.0,0.96078431372549,1.0,1.0,0.98
PTB,0.153846153846154,0.153846153846154,0.916666666666667,0.9090909090909091,0.875,1.0,1.0,0.933333333333333,0.9285714285714292,1.0,0.14285714285714302,1.0,1.0,0.4166666666666671,1.0,1.0,0.0,0.0,0.9090909090909091,1.0,1.0,1.0,0.0,1.0,1.0,0.8888888888888891,0.75,0.916666666666667,0.42857142857142894,1.0,1.0,1.0,0.875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8888888888888891,0.0,0.916666666666667,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.4166666666666671,0.866666666666667,1.0,0.14285714285714302,0.5714285714285711,1.0,0.1,0.0,1.0,0.0,0.8,1.0,1.0,0.875,0.14285714285714302,0.0,0.0,0.7272727272727271,0.4,1.0,1.0,1.0,0.14285714285714302,1.0,1.0,1.0
PTdoB,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.33333333333333304,1.0,1.0,1.0,0.666666666666667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.33333333333333304,1.0,1.0,1.0,1.0,0.0,0.33333333333333304,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
PV,1.0,1.0,1.0,1.0,1.0,0.42857142857142894,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.8,0.75,1.0,0.0,0.0,0.2,1.0,1.0,1.0,0.0,1.0,1.0,0.5,0.6,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.75,0.2,1.0,0.0,1.0,0.75,0.5,0.0,0.857142857142857,0.0,0.833333333333333,1.0,1.0,0.8,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.166666666666667,1.0,1.0,1.0
SD,0.933333333333333,0.933333333333333,1.0,1.0,0.923076923076923,1.0,1.0,0.882352941176471,1.0,0.0,0.0,1.0,1.0,0.842105263157895,0.866666666666667,1.0,0.0,0.0,0.46666666666666706,0.923076923076923,1.0,1.0,1.0,1.0,0.9285714285714292,0.8125,0.866666666666667,1.0,0.875,1.0,1.0,0.923076923076923,0.266666666666667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.14285714285714302,0.857142857142857,0.818181818181818,0.818181818181818,0.818181818181818,0.33333333333333304,0.0,0.5,0.6,0.5,0.9285714285714292,0.666666666666667,0.5714285714285711,0.9,0.8888888888888891,1.0,0.0,0.0,1.0,0.0,0.18181818181818202,1.0,1.0,0.9090909090909091,0.0,0.0,0.0,0.8888888888888891,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
