partido,13873,13874,13941,13942,13943,13945,13973,13974,13975,13985,14114,14116,14117,14119,14120,14122,14123,14124,14125,14126,14127,14130,14131,14132,14133,14134,14135,14136,14137,14138,14139,14140,14141,14142,14143,14144,14145,14146,14147,14148,14149,14150,14151,14152,14153,14154,14155,14156,14157,14158,14159,14160,14161,14162,14163,14164,14165,14166,14167,14168,14169,14170,14171,14172,14174,14175,14176,14177,14178,14179,14180,14181,14182,14183,14184,14185,14186,16691
DEM,1.0,1.0,0.9473684210526321,1.0,1.0,1.0,1.0,0.826086956521739,0.91304347826087,0.0,0.0,1.0,1.0,0.941176470588235,1.0,1.0,0.0,0.0,0.4583333333333329,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.933333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0,0.111111111111111,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.933333333333333,0.95,0.0,0.0,1.0,0.0,0.10526315789473699,1.0,0.91304347826087,0.941176470588235,0.0,0.0,0.0,0.578947368421053,0.0,1.0,1.0,1.0,0.0476190476190476,1.0,1.0,1.0
PCdoB,0.222222222222222,0.222222222222222,1.0,1.0,1.0,0.0,1.0,0.33333333333333304,1.0,0.0,0.0,1.0,1.0,0.9,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.3,0.0769230769230769,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.615384615384615,0.615384615384615,0.0833333333333333,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0714285714285714,0.9,0.0,0.0,0.0,1.0,1.0,1.0,0.4,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.9090909090909091,1.0,1.0,1.0
PDT,0.923076923076923,0.923076923076923,1.0,1.0,1.0,0.818181818181818,1.0,0.42857142857142894,0.7857142857142858,0.0,0.0,1.0,1.0,0.9375,0.647058823529412,1.0,0.0,0.0,0.0666666666666667,1.0,1.0,1.0,0.0,1.0,1.0,0.733333333333333,0.7857142857142858,1.0,0.25,1.0,1.0,1.0,0.0769230769230769,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7692307692307689,0.0555555555555556,0.882352941176471,0.866666666666667,0.866666666666667,0.8,0.33333333333333304,1.0,0.166666666666667,0.0833333333333333,0.0769230769230769,0.6875,0.2,0.916666666666667,0.0833333333333333,0.7272727272727271,0.941176470588235,0.0,0.0,1.0,0.0769230769230769,0.933333333333333,1.0,0.9285714285714292,0.866666666666667,0.0833333333333333,0.0,0.0,0.1,0.0,1.0,1.0,1.0,0.8461538461538459,1.0,1.0,1.0
PEN,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PMDB,0.961538461538462,0.961538461538462,1.0,1.0,0.9795918367346941,1.0,1.0,0.8392857142857142,0.862745098039216,0.0,0.0,0.954545454545455,1.0,0.42857142857142894,0.9827586206896551,1.0,0.027027027027027,0.0,0.8846153846153849,1.0,1.0,1.0,0.0,1.0,1.0,0.22727272727272702,0.39130434782608703,1.0,0.14285714285714302,0.961538461538462,1.0,1.0,0.902439024390244,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8653846153846151,0.0,1.0,1.0,1.0,0.9782608695652171,0.953488372093023,1.0,0.0,0.0625,0.0,0.162790697674419,0.8478260869565221,0.8918918918918921,0.0952380952380952,0.7647058823529409,1.0,0.0,0.0,1.0,0.0,0.9069767441860458,1.0,0.9473684210526321,0.666666666666667,0.0232558139534884,0.0,0.0,0.7272727272727271,0.0416666666666667,1.0,1.0,1.0,0.0769230769230769,1.0,1.0,1.0
PMN,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.5,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,0.0,0.0,1.0,0.33333333333333304,0.0,0.5,0.33333333333333304,1.0,0.0,0.5,0.5,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
PP,0.833333333333333,0.833333333333333,1.0,1.0,1.0,0.9523809523809521,0.961538461538462,0.7741935483870971,0.870967741935484,0.0,0.0833333333333333,0.954545454545455,0.933333333333333,0.354838709677419,1.0,1.0,0.0526315789473684,0.1,0.916666666666667,1.0,1.0,1.0,0.0,1.0,1.0,0.956521739130435,0.9523809523809521,1.0,0.208333333333333,1.0,1.0,0.944444444444444,0.8125,1.0,1.0,1.0,0.96551724137931,1.0,1.0,1.0,1.0,0.857142857142857,0.04,0.962962962962963,0.956521739130435,0.956521739130435,0.91304347826087,0.88,0.0,0.0625,0.0,0.0,0.4166666666666671,0.736842105263158,1.0,0.0,0.0,0.42857142857142894,0.16,0.4,0.923076923076923,0.0,0.75,1.0,0.92,1.0,0.10526315789473699,0.0,0.0,0.9090909090909091,0.0454545454545455,1.0,0.962962962962963,0.75,0.111111111111111,1.0,1.0,1.0
PPS,1.0,1.0,1.0,1.0,1.0,0.4,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.666666666666667,1.0,0.0,0.2,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.857142857142857,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.33333333333333304,1.0,1.0,1.0
PR,0.9,0.9,1.0,1.0,0.9473684210526321,1.0,1.0,0.91304347826087,1.0,0.0,0.0,1.0,1.0,0.7619047619047621,1.0,1.0,0.0,0.0,0.708333333333333,1.0,1.0,1.0,0.0,1.0,1.0,0.42857142857142894,0.166666666666667,1.0,0.136363636363636,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.95,0.92,1.0,0.0,0.0,0.0454545454545455,0.0588235294117647,1.0,1.0,0.0833333333333333,0.7692307692307689,1.0,0.0454545454545455,0.0,0.958333333333333,0.0,0.882352941176471,1.0,1.0,0.954545454545455,0.0666666666666667,0.0,0.0,0.8461538461538459,0.0526315789473684,1.0,1.0,1.0,0.0,1.0,1.0,1.0
