"votacao_id","partido_id","nome","opcao","percentual"
13945,4,"PT","NAO","0.566037735849057"
13945,4,"PT","SIM","0.433962264150943"
13945,3,"PTB","SIM","1"
13945,41,"PTdoB","SIM","1"
13945,1,"PV","NAO","0.571428571428571"
13945,1,"PV","SIM","0.428571428571429"
13945,38,"SD","SIM","1"
13973,12,"DEM","SIM","1"
13973,15,"PCdoB","SIM","1"
13973,9,"PDT","SIM","1"
13973,7,"PMDB","SIM","1"
13973,32,"PMN","SIM","1"
13973,14,"PP","NAO","0.0384615384615385"
13973,14,"PP","SIM","0.961538461538462"
13973,8,"PPS","SIM","1"
13973,2,"PR","SIM","1"
13973,6,"PRB","SIM","1"
13973,13,"PROS","SIM","1"
13973,36,"PRP","SIM","1"
13973,11,"PSB","SIM","1"
13973,22,"PSC","SIM","1"
13973,10,"PSD","SIM","1"
13973,5,"PSDB","SIM","1"
13973,46,"PSDC","SIM","1"
13973,17,"PSOL","SIM","1"
13973,4,"PT","NAO","0.0684931506849315"
13973,4,"PT","SIM","0.931506849315068"
13973,3,"PTB","SIM","1"
13973,41,"PTdoB","SIM","1"
13973,1,"PV","SIM","1"
13973,38,"SD","SIM","1"
13974,12,"DEM","NAO","0.173913043478261"
13974,12,"DEM","SIM","0.826086956521739"
13974,15,"PCdoB","NAO","0.666666666666667"
13974,15,"PCdoB","SIM","0.333333333333333"
13974,9,"PDT","NAO","0.571428571428571"
13974,9,"PDT","SIM","0.428571428571429"
13974,7,"PMDB","NAO","0.160714285714286"
13974,7,"PMDB","SIM","0.839285714285714"
13974,32,"PMN","SIM","1"
13974,14,"PP","NAO","0.225806451612903"
13974,14,"PP","SIM","0.774193548387097"
13974,8,"PPS","SIM","1"
13974,2,"PR","NAO","0.0869565217391304"
13974,2,"PR","SIM","0.91304347826087"
13974,6,"PRB","NAO","0.25"
13974,6,"PRB","SIM","0.75"
13974,13,"PROS","NAO","0.0666666666666667"
13974,13,"PROS","SIM","0.933333333333333"
13974,36,"PRP","SIM","1"
13974,11,"PSB","NAO","0.1"
13974,11,"PSB","SIM","0.9"
13974,22,"PSC","SIM","1"
13974,10,"PSD","NAO","0.0487804878048781"
13974,10,"PSD","SIM","0.951219512195122"
13974,5,"PSDB","NAO","0.1"
13974,5,"PSDB","SIM","0.9"
13974,17,"PSOL","NAO","1"
13974,4,"PT","NAO","0.0645161290322581"
13974,4,"PT","SIM","0.935483870967742"
13974,3,"PTB","NAO","0.0666666666666667"
13974,3,"PTB","SIM","0.933333333333333"
13974,41,"PTdoB","SIM","1"
13974,1,"PV","SIM","1"
13974,38,"SD","NAO","0.117647058823529"
13974,38,"SD","SIM","0.882352941176471"
13975,12,"DEM","NAO","0.0869565217391304"
13975,12,"DEM","SIM","0.91304347826087"
13975,15,"PCdoB","SIM","1"
13975,9,"PDT","NAO","0.214285714285714"
13975,9,"PDT","SIM","0.785714285714286"
13975,7,"PMDB","NAO","0.137254901960784"
13975,7,"PMDB","SIM","0.862745098039216"
13975,32,"PMN","SIM","1"
13975,14,"PP","NAO","0.129032258064516"
13975,14,"PP","SIM","0.870967741935484"
13975,8,"PPS","SIM","1"
13975,2,"PR","SIM","1"
13975,6,"PRB","NAO","0.125"
13975,6,"PRB","SIM","0.875"
13975,13,"PROS","SIM","1"
13975,36,"PRP","SIM","1"
13975,11,"PSB","NAO","0.111111111111111"
13975,11,"PSB","SIM","0.888888888888889"
13975,22,"PSC","SIM","1"
13975,10,"PSD","NAO","0.027027027027027"
13975,10,"PSD","SIM","0.972972972972973"
13975,5,"PSDB","NAO","0.0540540540540541"
13975,5,"PSDB","SIM","0.945945945945946"
13975,17,"PSOL","NAO","1"
13975,4,"PT","NAO","0.0677966101694915"
13975,4,"PT","SIM","0.932203389830508"
13975,3,"PTB","NAO","0.0714285714285714"
13975,3,"PTB","SIM","0.928571428571429"
13975,41,"PTdoB","SIM","1"
13975,1,"PV","SIM","1"
13975,38,"SD","SIM","1"
13985,12,"DEM","NAO","1"
13985,15,"PCdoB","NAO","1"
13985,7,"PMDB","NAO","1"
13985,14,"PP","NAO","1"
13985,8,"PPS","NAO","1"
13985,2,"PR","NAO","1"
13985,6,"PRB","NAO","1"
13985,13,"PROS","NAO","1"
13985,11,"PSB","SIM","1"
13985,22,"PSC","NAO","1"
13985,5,"PSDB","NAO","1"
13985,17,"PSOL","SIM","1"
13985,4,"PT","NAO","1"
13985,3,"PTB","SIM","1"
13985,41,"PTdoB","SIM","1"
13985,38,"SD","NAO","1"
14114,15,"PCdoB","NAO","1"
14114,9,"PDT","NAO","1"
14114,7,"PMDB","NAO","1"
14114,32,"PMN","NAO","1"
14114,14,"PP","NAO","0.916666666666667"
14114,14,"PP","SIM","0.0833333333333333"
14114,2,"PR","NAO","1"
14114,6,"PRB","NAO","1"
14114,13,"PROS","NAO","1"
14114,11,"PSB","NAO","1"
14114,10,"PSD","NAO","0.8"
14114,10,"PSD","SIM","0.2"
14114,46,"PSDC","NAO","1"
14114,17,"PSOL","NAO","1"
14114,4,"PT","NAO","1"
14114,3,"PTB","NAO","0.857142857142857"
14114,3,"PTB","SIM","0.142857142857143"
14114,41,"PTdoB","NAO","1"
14114,1,"PV","NAO","1"
14114,38,"SD","NAO","1"
14116,12,"DEM","SIM","1"
14116,15,"PCdoB","SIM","1"
14116,9,"PDT","SIM","1"
14116,7,"PMDB","NAO","0.0454545454545455"
14116,7,"PMDB","SIM","0.954545454545455"
14116,32,"PMN","SIM","1"
14116,14,"PP","NAO","0.0454545454545455"
14116,14,"PP","SIM","0.954545454545455"
14116,8,"PPS","SIM","1"
14116,2,"PR","SIM","1"
14116,6,"PRB","SIM","1"
14116,13,"PROS","SIM","1"
14116,36,"PRP","SIM","1"
14116,11,"PSB","SIM","1"
14116,22,"PSC","SIM","1"
14116,10,"PSD","NAO","0.0625"
14116,10,"PSD","SIM","0.9375"
14116,5,"PSDB","NAO","0.0666666666666667"
14116,5,"PSDB","SIM","0.933333333333333"
14116,46,"PSDC","SIM","1"
14116,17,"PSOL","SIM","1"
14116,4,"PT","NAO","0.0857142857142857"
14116,4,"PT","SIM","0.914285714285714"
14116,3,"PTB","SIM","1"
14116,41,"PTdoB","SIM","1"
14116,1,"PV","SIM","1"
14116,38,"SD","SIM","1"
14117,12,"DEM","SIM","1"
14117,15,"PCdoB","SIM","1"
14117,9,"PDT","SIM","1"
14117,7,"PMDB","SIM","1"
14117,32,"PMN","SIM","1"
14117,14,"PP","NAO","0.0666666666666667"
14117,14,"PP","SIM","0.933333333333333"
14117,8,"PPS","SIM","1"
14117,2,"PR","SIM","1"
14117,6,"PRB","SIM","1"
14117,13,"PROS","SIM","1"
14117,36,"PRP","SIM","1"
14117,11,"PSB","SIM","1"
14117,22,"PSC","SIM","1"
14117,10,"PSD","SIM","1"
14117,5,"PSDB","SIM","1"
14117,46,"PSDC","SIM","1"
14117,17,"PSOL","SIM","1"
14117,4,"PT","SIM","1"
14117,3,"PTB","SIM","1"
14117,1,"PV","SIM","1"
14117,38,"SD","SIM","1"
14119,12,"DEM","NAO","0.0588235294117647"
14119,12,"DEM","SIM","0.941176470588235"
14119,15,"PCdoB","NAO","0.1"
14119,15,"PCdoB","SIM","0.9"
14119,9,"PDT","NAO","0.0625"
14119,9,"PDT","SIM","0.9375"
14119,7,"PMDB","NAO","0.571428571428571"
14119,7,"PMDB","SIM","0.428571428571429"
14119,32,"PMN","NAO","0.5"
14119,32,"PMN","SIM","0.5"
14119,14,"PP","NAO","0.645161290322581"
14119,14,"PP","SIM","0.354838709677419"
14119,8,"PPS","SIM","1"
14119,2,"PR","NAO","0.238095238095238"
14119,2,"PR","SIM","0.761904761904762"
14119,6,"PRB","NAO","0.166666666666667"
14119,6,"PRB","SIM","0.833333333333333"
14119,13,"PROS","NAO","0.416666666666667"
14119,13,"PROS","SIM","0.583333333333333"
14119,36,"PRP","SIM","1"
14119,11,"PSB","SIM","1"
14119,22,"PSC","NAO","0.444444444444444"
14119,22,"PSC","SIM","0.555555555555556"
14119,10,"PSD","NAO","0.620689655172414"
14119,10,"PSD","SIM","0.379310344827586"
14119,5,"PSDB","NAO","0.387096774193548"
14119,5,"PSDB","SIM","0.612903225806452"
14119,17,"PSOL","NAO","0.333333333333333"
14119,17,"PSOL","SIM","0.666666666666667"
14119,4,"PT","NAO","0.819672131147541"
14119,4,"PT","SIM","0.180327868852459"
14119,3,"PTB","NAO","0.583333333333333"
14119,3,"PTB","SIM","0.416666666666667"
14119,41,"PTdoB","SIM","1"
14119,1,"PV","NAO","0.2"
14119,1,"PV","SIM","0.8"
14119,38,"SD","NAO","0.157894736842105"
14119,38,"SD","SIM","0.842105263157895"
14120,12,"DEM","SIM","1"
14120,15,"PCdoB","NAO","1"
14120,9,"PDT","NAO","0.352941176470588"
14120,9,"PDT","SIM","0.647058823529412"
14120,7,"PMDB","NAO","0.0172413793103448"
14120,7,"PMDB","SIM","0.982758620689655"
14120,32,"PMN","SIM","1"
14120,14,"PP","SIM","1"
14120,8,"PPS","NAO","0.333333333333333"
14120,8,"PPS","SIM","0.666666666666667"
14120,2,"PR","SIM","1"
14120,6,"PRB","SIM","1"
14120,13,"PROS","NAO","0.307692307692308"
14120,13,"PROS","SIM","0.692307692307692"
14120,36,"PRP","SIM","1"
14120,11,"PSB","NAO","0.235294117647059"
14120,11,"PSB","SIM","0.764705882352941"
14120,22,"PSC","SIM","1"
14120,10,"PSD","NAO","0.0857142857142857"
14120,10,"PSD","SIM","0.914285714285714"
14120,5,"PSDB","NAO","0.032258064516129"
14120,5,"PSDB","SIM","0.967741935483871"
14120,17,"PSOL","NAO","1"
14120,4,"PT","NAO","0.953846153846154"
14120,4,"PT","SIM","0.0461538461538462"
14120,3,"PTB","SIM","1"
14120,41,"PTdoB","SIM","1"
14120,1,"PV","NAO","0.25"
14120,1,"PV","SIM","0.75"
14120,38,"SD","NAO","0.133333333333333"
14120,38,"SD","SIM","0.866666666666667"
14122,12,"DEM","SIM","1"
14122,15,"PCdoB","SIM","1"
14122,9,"PDT","SIM","1"
14122,7,"PMDB","SIM","1"
14122,32,"PMN","SIM","1"
14122,14,"PP","SIM","1"
14122,8,"PPS","SIM","1"
14122,2,"PR","SIM","1"
14122,6,"PRB","SIM","1"
14122,13,"PROS","SIM","1"
14122,36,"PRP","SIM","1"
14122,11,"PSB","SIM","1"
14122,22,"PSC","SIM","1"
14122,10,"PSD","SIM","1"
14122,5,"PSDB","SIM","1"
14122,46,"PSDC","SIM","1"
14122,17,"PSOL","SIM","1"
14122,4,"PT","SIM","1"
14122,3,"PTB","SIM","1"
14122,1,"PV","SIM","1"
14122,38,"SD","SIM","1"
14123,12,"DEM","NAO","1"
14123,15,"PCdoB","NAO","1"
14123,9,"PDT","NAO","1"
14123,7,"PMDB","NAO","0.972972972972973"
14123,7,"PMDB","SIM","0.027027027027027"
14123,32,"PMN","NAO","1"
14123,14,"PP","NAO","0.947368421052632"
14123,14,"PP","SIM","0.0526315789473684"
14123,8,"PPS","NAO","1"
14123,2,"PR","NAO","1"
14123,6,"PRB","NAO","1"
14123,13,"PROS","NAO","1"
14123,36,"PRP","SIM","1"
14123,11,"PSB","NAO","1"
14123,22,"PSC","NAO","1"
14123,10,"PSD","NAO","1"
14123,5,"PSDB","NAO","1"
14123,46,"PSDC","NAO","1"
14123,17,"PSOL","NAO","1"
14123,4,"PT","NAO","1"
14123,3,"PTB","NAO","1"
14123,1,"PV","NAO","1"
14123,38,"SD","NAO","1"
14124,12,"DEM","NAO","1"
14124,15,"PCdoB","NAO","1"
14124,9,"PDT","NAO","1"
14124,7,"PMDB","NAO","1"
14124,32,"PMN","NAO","1"
14124,14,"PP","NAO","0.9"
14124,14,"PP","SIM","0.1"
14124,8,"PPS","NAO","0.8"
14124,8,"PPS","SIM","0.2"
14124,2,"PR","NAO","1"
14124,6,"PRB","NAO","1"
14124,13,"PROS","NAO","1"
14124,36,"PRP","NAO","1"
14124,11,"PSB","NAO","1"
14124,22,"PSC","NAO","1"
14124,10,"PSD","NAO","0.935483870967742"
14124,10,"PSD","SIM","0.0645161290322581"
14124,5,"PSDB","NAO","0.161290322580645"
14124,5,"PSDB","SIM","0.838709677419355"
14124,46,"PSDC","NAO","1"
14124,17,"PSOL","NAO","1"
14124,4,"PT","NAO","0.951612903225806"
14124,4,"PT","SIM","0.0483870967741935"
14124,3,"PTB","NAO","1"
14124,1,"PV","NAO","1"
14124,38,"SD","NAO","1"
14125,12,"DEM","NAO","0.541666666666667"
14125,12,"DEM","SIM","0.458333333333333"
14125,15,"PCdoB","NAO","1"
14125,9,"PDT","NAO","0.933333333333333"
14125,9,"PDT","SIM","0.0666666666666667"
14125,7,"PMDB","NAO","0.115384615384615"
14125,7,"PMDB","SIM","0.884615384615385"
14125,32,"PMN","NAO","1"
14125,14,"PP","NAO","0.0833333333333333"
14125,14,"PP","SIM","0.916666666666667"
14125,8,"PPS","NAO","1"
14125,2,"PR","NAO","0.291666666666667"
14125,2,"PR","SIM","0.708333333333333"
14125,6,"PRB","NAO","0.285714285714286"
14125,6,"PRB","SIM","0.714285714285714"
14125,13,"PROS","NAO","0.352941176470588"
14125,13,"PROS","SIM","0.647058823529412"
14125,36,"PRP","SIM","1"
14125,11,"PSB","NAO","0.9"
14125,11,"PSB","SIM","0.1"
14125,22,"PSC","NAO","0.625"
14125,22,"PSC","SIM","0.375"
14125,10,"PSD","NAO","0.275862068965517"
14125,10,"PSD","SIM","0.724137931034483"
14125,5,"PSDB","NAO","0.0277777777777778"
14125,5,"PSDB","SIM","0.972222222222222"
14125,46,"PSDC","SIM","1"
14125,17,"PSOL","NAO","1"
14125,4,"PT","NAO","0.0135135135135135"
14125,4,"PT","SIM","0.986486486486487"
14125,3,"PTB","NAO","0.0909090909090909"
14125,3,"PTB","SIM","0.909090909090909"
14125,41,"PTdoB","SIM","1"
14125,1,"PV","NAO","0.8"
14125,1,"PV","SIM","0.2"
14125,38,"SD","NAO","0.533333333333333"
14125,38,"SD","SIM","0.466666666666667"
14126,12,"DEM","SIM","1"
14126,15,"PCdoB","SIM","1"
14126,9,"PDT","SIM","1"
14126,7,"PMDB","SIM","1"
14126,32,"PMN","SIM","1"
14126,14,"PP","SIM","1"
14126,8,"PPS","SIM","1"
14126,2,"PR","SIM","1"
