"votacao_id","partido_id","nome","opcao","percentual"
13798,12,"DEM","SIM","1"
13798,9,"PDT","SIM","1"
13798,37,"PEN","SIM","1"
13798,16,"PHS","SIM","1"
13798,7,"PMDB","SIM","1"
13798,14,"PP","SIM","1"
13798,8,"PPS","SIM","1"
13798,2,"PR","SIM","1"
13798,6,"PRB","SIM","1"
13798,11,"PSB","SIM","1"
13798,22,"PSC","SIM","1"
13798,10,"PSD","SIM","1"
13798,5,"PSDB","NAO","0.0277777777777778"
13798,5,"PSDB","SIM","0.972222222222222"
13798,23,"PSL","SIM","1"
13798,4,"PT","SIM","1"
13798,3,"PTB","SIM","1"
13798,41,"PTdoB","SIM","1"
13798,44,"PTN","SIM","1"
13798,1,"PV","SIM","1"
13798,38,"SD","SIM","1"
13798,18,"Sem partido","SIM","1"
13799,12,"DEM","NAO","1"
13799,9,"PDT","NAO","1"
13799,37,"PEN","NAO","1"
13799,16,"PHS","NAO","1"
13799,7,"PMDB","NAO","0.959183673469388"
13799,7,"PMDB","SIM","0.0408163265306122"
13799,14,"PP","NAO","0.925925925925926"
13799,14,"PP","SIM","0.0740740740740741"
13799,8,"PPS","SIM","1"
13799,2,"PR","NAO","0.931034482758621"
13799,2,"PR","SIM","0.0689655172413793"
13799,6,"PRB","NAO","1"
13799,13,"PROS","NAO","1"
13799,11,"PSB","NAO","0.807692307692308"
13799,11,"PSB","SIM","0.192307692307692"
13799,22,"PSC","NAO","1"
13799,10,"PSD","NAO","1"
13799,5,"PSDB","NAO","0.725"
13799,5,"PSDB","SIM","0.275"
13799,23,"PSL","NAO","1"
13799,17,"PSOL","SIM","1"
13799,4,"PT","SIM","1"
13799,3,"PTB","NAO","1"
13799,41,"PTdoB","NAO","0.333333333333333"
13799,41,"PTdoB","SIM","0.666666666666667"
13799,44,"PTN","NAO","0.818181818181818"
13799,44,"PTN","SIM","0.181818181818182"
13799,1,"PV","NAO","1"
13799,48,"REDE","SIM","1"
13799,38,"SD","NAO","0.9"
13799,38,"SD","SIM","0.1"
13799,18,"Sem partido","SIM","1"
13800,12,"DEM","NAO","1"
13800,15,"PCdoB","SIM","1"
13800,9,"PDT","NAO","0.9"
13800,9,"PDT","SIM","0.1"
13800,37,"PEN","NAO","1"
13800,16,"PHS","NAO","1"
13800,7,"PMDB","NAO","0.90625"
13800,7,"PMDB","SIM","0.09375"
