partido,18088,18089,18090,18091,18092,18093,18094,18095,18096
DEM,0.0,0.0,1.0,0.954545454545455,1.0,0.92,0.0,0.0416666666666667,0.125
PCdoB,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
PDT,0.0,0.0,0.0625,0.0714285714285714,0.0769230769230769,0.0714285714285714,0.0,0.923076923076923,0.7692307692307689
PEN,0.33333333333333304,0.5,0.666666666666667,0.666666666666667,0.33333333333333304,0.666666666666667,0.33333333333333304,0.0,0.666666666666667
PHS,0.8,0.5,0.33333333333333304,0.0,0.5,0.666666666666667,0.2,0.33333333333333304,0.5
PMDB,0.0512820512820513,0.0714285714285714,0.88135593220339,0.8888888888888891,0.9459459459459459,0.890909090909091,0.17647058823529396,0.0714285714285714,0.111111111111111
PP,0.16,0.15625,0.790697674418605,0.8857142857142858,0.8125,0.853658536585366,0.12121212121212101,0.153846153846154,0.12820512820512803
PPS,0.0,0.0,0.666666666666667,0.444444444444444,1.0,0.75,0.14285714285714302,0.33333333333333304,0.222222222222222
PR,0.148148148148148,0.12,0.8,0.75,0.91304347826087,0.7241379310344829,0.111111111111111,0.22727272727272702,0.208333333333333
PRB,0.14285714285714302,0.0,0.7894736842105259,0.7857142857142858,0.7857142857142858,0.823529411764706,0.166666666666667,0.17647058823529396,0.17647058823529396
PROS,0.33333333333333304,0.33333333333333304,0.2,0.5,1.0,0.33333333333333304,0.5,0.25,0.25
PRP,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
PSB,0.5,0.42857142857142894,0.46666666666666706,0.46153846153846206,0.631578947368421,0.5,0.42857142857142894,0.375,0.5416666666666671
PSC,0.28571428571428603,0.14285714285714302,0.8,0.8,0.833333333333333,0.8,0.2,0.1,0.2
PSD,0.14285714285714302,0.12,0.852941176470588,0.857142857142857,0.7777777777777779,0.8620689655172409,0.1,0.0714285714285714,0.04
PSDB,0.0285714285714286,0.03125,0.9772727272727271,0.95,1.0,0.9268292682926829,0.0256410256410256,0.0,0.0
PSL,0.0,0.0,0.5,1.0,1.0,0.5,0.0,0.0,0.5
PSOL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
PT,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.981132075471698
PTB,0.18181818181818202,0.2,0.7647058823529409,0.6875,0.9285714285714292,0.733333333333333,0.153846153846154,0.133333333333333,0.733333333333333
PTN,0.33333333333333304,0.5714285714285711,0.583333333333333,0.583333333333333,0.6363636363636359,0.583333333333333,0.4166666666666671,0.4166666666666671,0.4166666666666671
PTdoB,1.0,0.5,0.25,0.25,0.0,0.25,0.666666666666667,0.666666666666667,0.75
PV,0.0,0.0,0.666666666666667,1.0,1.0,0.833333333333333,0.0,0.166666666666667,0.33333333333333304
REDE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
SD,0.666666666666667,0.7272727272727271,0.384615384615385,0.615384615384615,0.36363636363636404,0.615384615384615,0.625,0.23076923076923103,0.8461538461538459
Sem partido,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
