partido,14189,14744,15091,15092,15093,15094,15095,15096,15097,15098,15099,15100,15101,15102,15103,15104,15105,15106,15107,15108,15110,15111,15114,15115,15116,15117,15118,15119,15120,15122,15123,15124,15125,15126,15127,15128,15129,15130,15131,15132,15143,15144,15145,15146,15147,15148,15149,15150,15151,15152,15153,15154,15155,15156,15157,15158,15159,15160,15161,15162,15163,15164,15165,15166,15167,15168,15169,15170,15171,15172,15173,15174,15175,15176,15177,15178,15179,15180,15181,15182,15183,15184,15185,15186,15187,15188,15189,15190,15191,15192,15193,15194,15195,15199,15200,15201,15202,15203,15206,15207,15208,15209,15210,15211,15212,15213,15214,15215,15216,15217,15218,15219,15220,15221,15222,15223,15224,15225,15226,15227,15228,15229,15230,15231,15232,15233,15234,15235,15236,15237,15238,15239,15240,15241,15242,15243,15244,15245,15246,15247,15248,15249,15250,15251,15252,15253,15254,15255,15256,15257,15258,15259,15260,15261,15262,15263,15264,15265,15266,15267,15268,15269,15270,15271,15272,15273,15277,15278
PCdoB,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.166666666666667,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.9,1.0,1.0,0.42857142857142894,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.111111111111111,0.0,0.0,1.0,0.0
PDT,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0769230769230769,1.0,1.0,0.0,0.9,0.8947368421052628,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.944444444444444,0.9473684210526321,0.9,0.0666666666666667,0.6,1.0,1.0,1.0,0.8461538461538459,0.916666666666667,0.0714285714285714,0.0714285714285714,0.0666666666666667,0.272727272727273,1.0,0.0,0.857142857142857,0.166666666666667,0.75,1.0,0.9375,1.0,0.95,0.0588235294117647,0.0,0.4375,0.0,0.0,0.42857142857142894,0.33333333333333304,0.857142857142857,0.0,0.923076923076923,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.444444444444444,0.0,0.0714285714285714,1.0,1.0,1.0,0.0714285714285714,1.0,0.0,0.933333333333333,0.0,1.0,1.0,1.0,0.0,1.0,0.0526315789473684,0.05,1.0,1.0,1.0,1.0,0.857142857142857,1.0,0.8,1.0,0.0,1.0,0.9,1.0,0.9090909090909091,1.0,0.7777777777777779,1.0,0.875,0.0,1.0,1.0,1.0,0.444444444444444,0.33333333333333304,1.0,0.7272727272727271,1.0,0.1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0909090909090909,0.0,0.0,1.0,0.4,0.0,0.0,0.8,0.0,0.0,1.0,0.75,0.5,0.0,0.0,0.0,0.0,0.222222222222222,0.25,0.0,0.0,1.0,1.0,1.0,0.857142857142857,0.0,1.0,1.0,0.0666666666666667,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.2,0.666666666666667,0.25,0.923076923076923,0.0666666666666667,0.0,0.9285714285714292,1.0,0.7692307692307689
PFL,1.0,1.0,1.0,0.961538461538462,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0196078431372549,0.733333333333333,0.783333333333333,1.0,1.0,1.0,0.0666666666666667,1.0,1.0,0.0555555555555556,1.0,0.0,1.0,1.0,1.0,0.0,0.1875,1.0,1.0,0.9591836734693879,1.0,1.0,0.953488372093023,0.953488372093023,1.0,0.9743589743589741,1.0,0.96875,0.075,0.11320754716981098,0.9591836734693879,0.9772727272727271,0.953488372093023,0.155555555555556,0.9814814814814821,0.0384615384615385,0.0,0.9591836734693879,0.33333333333333304,0.0,0.75,0.5,0.95,0.33333333333333304,0.9393939393939391,0.0,0.0,1.0,0.0,0.0,0.037037037037037,0.25,1.0,0.970588235294118,1.0,0.0,0.0487804878048781,0.0,0.272727272727273,0.9487179487179491,0.0714285714285714,0.941176470588235,0.33333333333333304,0.981818181818182,0.8888888888888891,0.953488372093023,0.0,1.0,0.0434782608695652,1.0,0.833333333333333,0.0363636363636364,0.9795918367346941,0.975609756097561,1.0,1.0,0.9268292682926829,1.0,0.9512195121951221,1.0,0.0,0.96078431372549,0.9622641509433959,0.941176470588235,0.975609756097561,0.975609756097561,0.8695652173913041,1.0,0.975609756097561,0.0,0.9574468085106379,1.0,1.0,0.7777777777777779,0.703703703703704,1.0,0.0465116279069767,1.0,0.9268292682926829,0.954545454545455,0.958333333333333,0.02,1.0,0.0666666666666667,0.0952380952380952,0.0,0.0,0.5,0.0,0.0,0.0232558139534884,0.9642857142857142,0.0,0.833333333333333,0.9743589743589741,0.0588235294117647,0.11764705882352902,0.666666666666667,0.8,0.5,0.0,1.0,0.5,0.0,0.33333333333333304,0.0,0.0,0.0,0.133333333333333,0.0,0.921052631578947,0.794871794871795,1.0,1.0,1.0,0.934782608695652,0.6,0.0512820512820513,0.0810810810810811,0.8857142857142858,1.0,0.9487179487179491,0.0,0.666666666666667,0.0,0.0,0.33333333333333304,0.5,0.666666666666667,0.0,0.9523809523809521,0.0930232558139535,0.7,0.875,0.025,0.9487179487179491
PL,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0454545454545455,1.0,1.0,0.0384615384615385,0.9459459459459459,0.9722222222222221,1.0,1.0,0.9642857142857142,0.0344827586206897,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.944444444444444,1.0,0.129032258064516,1.0,1.0,0.91304347826087,0.91304347826087,0.95,1.0,0.681818181818182,0.0,0.96,1.0,0.0909090909090909,0.0,0.0,0.961538461538462,0.9714285714285709,1.0,0.0,0.0357142857142857,0.0,0.0,0.8461538461538459,0.0,0.04,0.0588235294117647,0.0526315789473684,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.05,0.0666666666666667,0.857142857142857,0.0,1.0,1.0,1.0,0.0416666666666667,0.7619047619047621,0.0,0.0,0.586206896551724,0.0,0.166666666666667,0.0,1.0,0.315789473684211,0.9285714285714292,0.0882352941176471,0.9393939393939391,0.857142857142857,0.33333333333333304,0.666666666666667,1.0,0.0454545454545455,1.0,0.958333333333333,1.0,0.25,1.0,0.96969696969697,0.9473684210526321,0.9459459459459459,0.921052631578947,0.818181818181818,1.0,0.46875,0.0,0.5,1.0,1.0,0.425,0.7586206896551719,1.0,0.975,1.0,0.7647058823529409,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.95,0.5,1.0,0.0,0.5,0.0,0.138888888888889,0.0,0.05,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0277777777777778,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.962962962962963,0.0,0.666666666666667,1.0,0.0,0.0,1.0,0.0,0.0,0.0454545454545455,0.666666666666667,0.0,0.0,1.0,0.0,0.0,0.31034482758620696,0.0,0.153846153846154,1.0,0.0
PMDB,1.0,1.0,1.0,1.0,0.9589041095890408,1.0,1.0,1.0,0.9591836734693879,0.0476190476190476,0.962962962962963,0.95,0.0,1.0,0.9864864864864871,1.0,1.0,1.0,0.0307692307692308,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.025,0.5,1.0,1.0,0.8484848484848492,0.9772727272727271,1.0,0.912280701754386,0.912280701754386,0.11904761904761901,0.98,0.272727272727273,0.12068965517241399,1.0,0.875,0.163636363636364,0.442307692307692,0.0961538461538462,0.9354838709677421,0.985507246376812,0.796875,0.0392156862745098,0.746268656716418,0.037037037037037,0.0,0.7450980392156858,0.0540540540540541,0.12068965517241399,0.02,0.195652173913043,0.0444444444444444,0.0612244897959184,0.98,0.0188679245283019,0.0192307692307692,0.95,0.0222222222222222,0.0697674418604651,0.290909090909091,0.7608695652173909,0.0,0.74,0.875,0.9591836734693879,0.0666666666666667,0.7692307692307689,0.264150943396226,0.0357142857142857,0.474576271186441,0.05,0.37037037037037,0.0,0.916666666666667,0.0833333333333333,0.980392156862745,0.0303030303030303,0.261538461538462,0.743589743589744,0.6571428571428571,1.0,1.0,0.3571428571428571,1.0,0.890909090909091,1.0,0.027027027027027,0.91044776119403,0.8805970149253729,0.8472222222222221,0.934426229508197,0.9508196721311469,0.74468085106383,0.986666666666667,0.48611111111111105,0.0,0.926470588235294,1.0,1.0,0.8245614035087719,0.7872340425531921,0.9767441860465121,0.983606557377049,0.983050847457627,0.18181818181818202,0.106060606060606,0.25925925925925897,0.0,1.0,0.866666666666667,0.931034482758621,0.05,0.0689655172413793,0.0869565217391304,0.46153846153846206,0.28571428571428603,0.677966101694915,0.170212765957447,0.3,0.0377358490566038,0.53030303030303,0.153846153846154,0.0,0.0,0.1,0.0222222222222222,0.34,1.0,0.0612244897959184,0.0857142857142857,0.0666666666666667,0.0,0.0666666666666667,0.15909090909090898,0.807017543859649,0.755555555555556,0.0476190476190476,0.98,1.0,1.0,0.9487179487179491,0.836734693877551,0.36363636363636404,0.8253968253968249,0.8448275862068969,0.111111111111111,0.0,0.27906976744186,0.0833333333333333,0.1,0.0731707317073171,0.0,0.10909090909090899,0.0851063829787234,0.804347826086957,0.0,0.21052631578947398,0.44262295081967207,0.0222222222222222,0.125,0.9761904761904759,0.0980392156862745
PMR,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
PP,1.0,1.0,0.98,0.9,1.0,1.0,1.0,1.0,1.0,0.0625,1.0,0.96875,0.0,0.4166666666666671,0.382978723404255,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.222222222222222,1.0,1.0,0.666666666666667,1.0,1.0,0.96875,0.96875,0.555555555555556,0.9393939393939391,0.866666666666667,0.0,0.8918918918918921,0.8936170212765959,0.9459459459459459,0.5135135135135129,0.0303030303030303,0.9459459459459459,0.958333333333333,0.878048780487805,0.0,0.138888888888889,0.0285714285714286,0.024390243902439,0.666666666666667,0.133333333333333,0.0789473684210526,0.0571428571428571,0.23076923076923103,0.0967741935483871,0.0588235294117647,1.0,0.0,0.0,1.0,0.0606060606060606,0.05,0.37037037037037,0.7222222222222221,0.0,0.7272727272727271,0.91304347826087,0.923076923076923,0.04,0.7575757575757579,0.23076923076923103,0.185185185185185,0.925,0.0909090909090909,0.29032258064516103,0.0,1.0,0.0714285714285714,1.0,0.0625,0.48648648648648707,0.7307692307692311,0.666666666666667,1.0,1.0,0.34482758620689696,0.96969696969697,1.0,1.0,0.25,0.975,0.9069767441860458,0.8695652173913041,0.9512195121951221,0.95,0.961538461538462,1.0,0.263157894736842,0.0,0.878048780487805,1.0,1.0,0.421052631578947,0.68,0.875,0.9189189189189191,0.9714285714285709,0.157894736842105,0.0588235294117647,0.133333333333333,0.0,0.5,0.9743589743589741,0.925,0.0444444444444444,0.0256410256410256,0.0612244897959184,0.7317073170731708,0.0,0.538461538461538,0.125,0.0,0.0294117647058824,0.311111111111111,0.0,0.0625,0.0666666666666667,0.075,0.075,0.03125,1.0,0.0256410256410256,0.0789473684210526,0.024390243902439,0.0,0.0625,0.0666666666666667,0.98,0.975609756097561,0.8484848484848492,0.916666666666667,1.0,1.0,0.9090909090909091,0.96551724137931,0.0357142857142857,0.0789473684210526,1.0,0.0,0.0,0.0714285714285714,0.136363636363636,0.025,0.0454545454545455,0.111111111111111,0.111111111111111,0.10526315789473699,0.8648648648648649,0.0540540540540541,0.137931034482759,0.4571428571428571,0.0588235294117647,0.10526315789473699,0.90625,0.148148148148148
PPS,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0714285714285714,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.125,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.133333333333333,0.9285714285714292,0.0,1.0,0.0,1.0,0.0666666666666667,0.0,0.875,0.0,0.0,0.2,0.5,1.0,0.9,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.9,0.222222222222222,0.0,0.0,0.0,1.0,0.9285714285714292,0.0833333333333333,1.0,0.0,1.0,0.0,0.9285714285714292,0.0,1.0,0.111111111111111,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.7142857142857142,1.0,0.933333333333333,0.0,0.875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,0.125,0.0833333333333333,0.0,1.0,0.4375,1.0,0.5,0.0,0.33333333333333304,0.0714285714285714,0.0,0.25,0.153846153846154,0.0,0.0,0.857142857142857,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.18181818181818202,0.33333333333333304,0.0,0.111111111111111,1.0,1.0,0.7272727272727271,0.916666666666667,0.7272727272727271,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0833333333333333,0.111111111111111,1.0,0.1,0.0
PRB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
