partido,13798,13799,13800,13801,13802,13803,13804,13805,13806,13807,13808,13809,13810,13811,13812,13813,13815,13816,13817,13818,13819,13820,13821,13822,13823,13824,13825,13826,13827,13828,13829,13830,13831,13832,13833,13834,13835,13836,13837,13838,13839,13840,13841,13842,13843,13844,13845,13846,13847,13848,16601,16602,16603,16604,16605,16616,16617,16618,16619,16625,16626,16632,16633,16634,16635,16636,16642,16660,16710,16711,16712,16713,16714,16715,16716,16717,16718,16737,16738,16739,16740,16741,16748,16749,16750,16751,16752,16753,16754,16755,17259,17733,17734,17735,17736,17737,17738,17739,17740,17741,17742,17743,17744,17745,17746,17747,17748,17749,17750,17751,17752,17753,17754,17755,17756,17763,17770,17771,17772,17779,17780,17781,17782,17783,17784,17785,17786,17787,17788,17789,17790,17791,17792,17793,17794,17825,17826,17827,17828,17829,17830,17831,17884,17885,17886,17887,17888,17889,17890,17891,17892,17893,17894,17895,17896,17897,17898,17899,17900,17901,17902,17909,17910,17911,17912,17913,17914,17921,17922,17923,17924,17925,17926,17927,17928,17929,17930,17931,17943,17944,17945
DEM,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7826086956521741,0.7826086956521741,0.956521739130435,0.956521739130435,0.956521739130435,0.0526315789473684,1.0,0.941176470588235,0.708333333333333,0.0,0.0,0.0,0.842105263157895,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.133333333333333,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0416666666666667,0.444444444444444,0.625,0.0476190476190476,0.375,0.0,0.0,1.0,0.0,0.0555555555555556,1.0,1.0,0.95,1.0,0.958333333333333,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0625,0.0,0.0,0.95,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0769230769230769,0.9473684210526321,0.0,1.0,0.0,1.0,0.0,0.0625,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.958333333333333,0.0625,0.0526315789473684,0.954545454545455,0.0,0.0,0.0526315789473684,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.956521739130435,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0555555555555556,0.0666666666666667,0.875,0.6923076923076921,0.0,1.0,1.0,1.0,0.631578947368421,1.0,0.7777777777777779,0.708333333333333,0.0555555555555556,0.0454545454545455,0.315789473684211,0.47368421052631604,0.818181818181818,0.47619047619047605,0.7619047619047621,0.136363636363636,0.5714285714285711,0.8695652173913041,0.136363636363636,0.14285714285714302,1.0,1.0,0.0555555555555556,0.0,0.0833333333333333,0.0,0.0666666666666667,1.0,0.3,0.0,1.0,0.0,0.0,0.0909090909090909,0.9523809523809521,0.0526315789473684,1.0,0.9,0.0,0.0,1.0,0.0
PCdoB,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.8888888888888891,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.5,0.1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0909090909090909,0.0,0.0,0.0,0.0,0.9,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.14285714285714302,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
PDT,1.0,0.0,0.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0,1.0,1.0,1.0,0.0,0.833333333333333,0.818181818181818,0.666666666666667,0.0,0.1,0.933333333333333,0.0,0.0,0.0,1.0,0.941176470588235,1.0,0.0,0.9,0.941176470588235,0.0,0.0,0.266666666666667,0.8888888888888891,0.0,1.0,0.933333333333333,0.33333333333333304,0.0,0.75,0.0,1.0,0.941176470588235,0.5,0.941176470588235,0.0,0.0,0.9285714285714292,0.0,0.875,0.33333333333333304,0.222222222222222,0.277777777777778,0.33333333333333304,0.1875,0.0,0.0,1.0,0.0,0.0,0.2,0.0,0.8461538461538459,0.0,0.0,0.0,0.3125,0.5,1.0,0.9285714285714292,0.0,0.0,1.0,0.0,1.0,1.0,0.7,0.666666666666667,0.166666666666667,0.666666666666667,0.7857142857142858,1.0,0.0,0.833333333333333,1.0,1.0,0.0833333333333333,0.0,0.0,0.0,0.0909090909090909,1.0,0.0,1.0,0.75,0.0,0.0,0.25,1.0,0.166666666666667,0.3529411764705879,0.0,0.6923076923076921,0.266666666666667,0.666666666666667,0.75,0.8125,1.0,0.666666666666667,0.666666666666667,0.5,0.833333333333333,0.6,0.0,0.33333333333333304,0.857142857142857,0.0,0.33333333333333304,1.0,0.33333333333333304,0.222222222222222,0.5,1.0,1.0,0.5,0.5,1.0,0.28571428571428603,0.0,1.0,0.0,1.0,0.666666666666667,0.0,0.5,0.5,1.0,0.9285714285714292,1.0,1.0,0.933333333333333,0.0,0.0625,0.1875,0.214285714285714,0.875,0.1875,0.3125,0.0769230769230769,0.28571428571428603,0.923076923076923,0.0,0.0,1.0,1.0,1.0,0.0,0.916666666666667,0.0,0.33333333333333304,0.0714285714285714,0.45454545454545503,0.941176470588235,0.0769230769230769,0.8461538461538459,0.9090909090909091,0.818181818181818,0.14285714285714302,0.875,1.0,0.18181818181818202,0.941176470588235,0.0909090909090909,1.0,0.0
PEN,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.5,0.0,0.5,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.5,0.5,1.0,0.5,0.666666666666667,0.33333333333333304,0.5,0.5,0.5,0.5,0.33333333333333304,0.666666666666667,0.5,0.666666666666667,0.33333333333333304,0.0,0.666666666666667,0.33333333333333304,0.33333333333333304,0.0,0.666666666666667,0.0,0.0,1.0,1.0,0.5,1.0,0.5,0.5,0.5,0.5,0.0,0.33333333333333304,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,0.0,0.0,1.0,0.5,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.666666666666667,0.0,0.0,0.0,0.33333333333333304,1.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.33333333333333304,0.5,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
PHS,1.0,0.0,0.0,0.0,0.0,1.0,0.14285714285714302,0.2,0.0,0.0,0.0,0.28571428571428603,0.28571428571428603,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.666666666666667,0.33333333333333304,0.25,0.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,1.0,0.0,1.0,0.833333333333333,0.0,0.0,0.5,0.0,0.0,0.42857142857142894,0.0,0.14285714285714302,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.8,1.0,0.0,0.0,0.0,0.0,0.833333333333333,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.166666666666667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.14285714285714302,0.0,0.833333333333333,0.7142857142857142,0.0,1.0,1.0,1.0,1.0,1.0,0.42857142857142894,0.42857142857142894,0.4,0.42857142857142894,0.5,0.8,0.33333333333333304,1.0,1.0,1.0,1.0,0.166666666666667,0.5,0.5,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.666666666666667,0.166666666666667,0.0,1.0,0.0,0.25,0.2,1.0,0.42857142857142894,0.857142857142857,0.0,0.0,0.0,1.0,0.0
PMDB,1.0,0.0408163265306122,0.09375,0.0869565217391304,0.0645161290322581,0.953488372093023,0.0444444444444444,0.0465116279069767,0.0,0.0,0.04,0.6938775510204079,0.6938775510204079,0.68,0.82,0.76,0.0172413793103448,1.0,0.9827586206896551,0.923076923076923,0.216216216216216,0.6304347826086961,0.475,0.754716981132076,0.0784313725490196,0.282051282051282,0.7857142857142858,0.24324324324324303,0.0434782608695652,0.12727272727272698,0.8125,0.836734693877551,0.80952380952381,0.0612244897959184,0.69047619047619,0.647058823529412,0.23333333333333303,0.0909090909090909,0.25,0.75,0.0,0.925,0.72,0.0,0.0416666666666667,0.0,0.0,0.232558139534884,0.24,0.195652173913043,0.0208333333333333,0.0,0.0,1.0,0.0,0.0188679245283019,1.0,1.0,1.0,1.0,1.0,0.03125,0.0434782608695652,0.9777777777777779,0.0408163265306122,0.0,0.916666666666667,0.0,0.027027027027027,0.04,0.0208333333333333,0.0212765957446809,0.9038461538461541,0.0,0.0465116279069767,1.0,0.0,0.0,1.0,0.0,0.9787234042553191,0.9787234042553191,0.0,0.981818181818182,0.0,0.9814814814814821,0.0277777777777778,0.9787234042553191,0.0,0.024390243902439,0.981132075471698,1.0,0.0434782608695652,0.0,0.0,0.0,0.945454545454545,1.0,0.02,1.0,0.0188679245283019,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0338983050847458,0.0344827586206897,0.983606557377049,0.0,0.0,0.0,0.0232558139534884,0.0465116279069767,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.9672131147540981,0.0,0.0576923076923077,0.0,0.9761904761904759,0.862745098039216,0.0,0.9574468085106379,1.0,0.9782608695652171,0.87037037037037,1.0,0.9591836734693879,0.836363636363636,0.0526315789473684,0.0555555555555556,0.0925925925925926,0.21951219512195103,0.816326530612245,0.25,0.26829268292682895,0.13953488372093,0.272727272727273,0.931818181818182,0.0434782608695652,0.0652173913043478,1.0,1.0,0.666666666666667,0.0465116279069767,0.0571428571428571,0.0888888888888889,0.0,0.9777777777777779,0.107142857142857,0.0,1.0,0.0,0.17142857142857096,0.111111111111111,0.8918918918918921,0.29166666666666696,0.9777777777777779,0.818181818181818,0.13953488372093,0.0,0.9591836734693879,0.0
PMN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PP,1.0,0.0740740740740741,0.0588235294117647,0.037037037037037,0.05,0.88,0.115384615384615,0.0833333333333333,0.08,0.0740740740740741,0.1,0.8125,0.8125,0.9032258064516129,0.96875,0.966666666666667,0.0303030303030303,1.0,1.0,0.833333333333333,0.36,0.419354838709677,0.19230769230769199,0.594594594594595,0.33333333333333304,0.42307692307692296,0.578947368421053,0.42857142857142894,0.28,0.19444444444444395,0.666666666666667,0.655172413793103,0.6923076923076921,0.21739130434782603,0.16,0.7894736842105259,0.12,0.0606060606060606,0.3,1.0,0.0416666666666667,0.9090909090909091,0.805555555555556,0.0384615384615385,0.0,0.0,0.0,0.264705882352941,0.20588235294117604,0.19444444444444395,0.14285714285714302,0.03125,0.0454545454545455,1.0,0.0,0.0,0.9473684210526321,0.9736842105263158,0.9736842105263158,0.9487179487179491,0.923076923076923,0.037037037037037,0.0,0.9714285714285709,0.0,0.0,0.8695652173913041,0.0,0.14285714285714302,0.125,0.0625,0.0666666666666667,0.8857142857142858,0.0333333333333333,0.0967741935483871,1.0,0.0909090909090909,0.0,1.0,0.0,1.0,1.0,0.0333333333333333,0.8918918918918921,0.0606060606060606,0.942857142857143,0.0588235294117647,1.0,0.0384615384615385,0.0,0.975,1.0,0.0,0.0357142857142857,0.09375,0.0714285714285714,0.90625,1.0,0.0,0.9714285714285709,0.0,0.0277777777777778,0.0277777777777778,0.0,1.0,0.0,0.953488372093023,0.0,0.0285714285714286,1.0,0.0,0.0,0.0,1.0,0.0714285714285714,0.0714285714285714,0.0344827586206897,0.0588235294117647,0.0588235294117647,0.0434782608695652,1.0,0.0,0.0,0.0,1.0,0.0,0.9777777777777779,0.0,1.0,1.0,1.0,1.0,1.0,0.975,0.0,0.15625,0.0,0.9032258064516129,0.9090909090909091,0.0416666666666667,0.966666666666667,0.9375,1.0,0.882352941176471,1.0,0.96875,0.8292682926829269,0.0,0.05,0.0,0.137931034482759,0.8918918918918921,0.20512820512820498,0.125,0.0,0.09375,0.941176470588235,0.0,0.0,1.0,1.0,0.31034482758620696,0.0,0.208333333333333,0.0769230769230769,0.037037037037037,0.9090909090909091,0.0909090909090909,0.0,0.966666666666667,0.03125,0.0833333333333333,0.28571428571428603,0.8857142857142858,0.22580645161290303,0.92,0.9285714285714292,0.107142857142857,0.0909090909090909,0.956521739130435,0.0
PPS,1.0,1.0,1.0,1.0,0.25,1.0,0.0,1.0,0.5,0.14285714285714302,1.0,0.0,0.0,0.28571428571428603,0.42857142857142894,0.42857142857142894,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.111111111111111,0.0,1.0,0.111111111111111,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6,0.75,1.0,0.0,0.857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.166666666666667,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.166666666666667,1.0,0.0,0.166666666666667,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.2,0.0,0.0,0.0,1.0,0.0,0.5714285714285711,0.0,0.0,1.0,0.0,0.0,0.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5714285714285711,0.0,1.0,1.0,1.0,1.0,1.0,0.5714285714285711,0.0,0.75,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.14285714285714302,0.125,0.33333333333333304,0.857142857142857,0.857142857142857,1.0,0.14285714285714302,1.0,1.0,0.857142857142857,1.0,0.166666666666667,0.0,0.0,1.0,1.0,1.0,0.166666666666667,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.14285714285714302,0.0,1.0,0.8,1.0,1.0,0.0,0.0,1.0,0.0
